symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl
Cdk6	1815.15136520892	-0.0518634511465846	0.0823117128008333	0.465781963588778	0.730227147173565	ENSMUSG00000040274
Cnot8	1462.15942768307	-0.0590242235483057	0.101847393203987	0.465884302182289	0.730238132743264	ENSMUSG00000020515
Stau2	465.521880140835	-0.0646622354647285	0.127752086154499	0.465875170734094	0.730238132743264	ENSMUSG00000025920
Nup214	869.15131374276	0.0592557171170052	0.102651143645667	0.465935420440402	0.730243543851352	ENSMUSG00000001855
Cep104	455.658224030789	0.0630357400579687	0.118259946891184	0.465992779858089	0.730258734392995	ENSMUSG00000039523
Micu2	2280.70946401161	0.0498189418467459	0.0779514446616068	0.466546987518076	0.730977689586512	ENSMUSG00000021973
Tut4	233.913824310014	0.0666483111050533	0.146529583852257	0.466530556332854	0.730977689586512	ENSMUSG00000034610
Napb	149.752410379633	-0.0677398072856571	0.162530120804436	0.466623916018689	0.731023457757062	ENSMUSG00000027438
Klf13	1200.52526826675	0.0615846977683139	0.111931458472834	0.466718893328103	0.731097489344227	ENSMUSG00000052040
Tmem80	134.093295127909	0.0686471435181361	0.181172326714285	0.466826954063695	0.73119199839033	ENSMUSG00000025505
Pex11g	226.893906077089	0.0665899201158003	0.146488306656943	0.466885345598522	0.731208699097256	ENSMUSG00000069633
Ift43	566.229415144912	-0.0642505111531613	0.126089351158449	0.466981623010233	0.731284724983826	ENSMUSG00000007867
Gm5313	14.9167743699779	0.0641336155782185	0.276700134787816	0.467035819866646	0.731294844680808	ENSMUSG00000097996
Adh7	1888.21945885021	0.0692143701011681	0.19801567832247	0.467195138912057	0.731441620431817	ENSMUSG00000055301
Arid1b	1030.83982227464	0.0581776860671936	0.0997702623914783	0.467487178146817	0.731441620431817	ENSMUSG00000069729
Asxl2	932.629201653399	0.0597962492653156	0.105269454273545	0.467455924895564	0.731441620431817	ENSMUSG00000037486
Copa	7308.18177538271	0.0521018338575894	0.0833122365595497	0.467431707325863	0.731441620431817	ENSMUSG00000026553
Gm5898	34.7531160760975	-0.0680541514117235	0.253237377501153	0.46729076368935	0.731441620431817	ENSMUSG00000081788
Lzts1	25.9806560182143	-0.0686891418643109	0.245968253831805	0.467307464784623	0.731441620431817	ENSMUSG00000036306
Nr2c1	321.460765291831	-0.0663637019666174	0.144962719406921	0.467512081340625	0.731441620431817	ENSMUSG00000005897
Osbpl10	17.5449071437261	-0.0635380984061633	0.278703134662523	0.46747571422334	0.731441620431817	ENSMUSG00000040875
Tor4a	466.45363494905	0.0650488834562708	0.132444541421535	0.467559255149399	0.731441620431817	ENSMUSG00000059555
Mcl1	4629.48805287768	-0.0565809046877751	0.095025420096029	0.467773233806432	0.731701648143204	ENSMUSG00000038612
Gm43272	30.8254532522625	-0.0684853277958987	0.247229653497218	0.46792138054519	0.731858657473436	ENSMUSG00000105632
4930558J18Rik	10.9133497731791	-0.0605576910446884	0.287799740493838	0.468266728950317	0.732000901256131	ENSMUSG00000097519
Ash2l	1903.04182576593	-0.0524706707883192	0.0843814973908425	0.468136914662016	0.732000901256131	ENSMUSG00000031575
Gm50251	38.9778940792463	0.0691416461993892	0.234623330636093	0.46819330897309	0.732000901256131	ENSMUSG00000117839
Taf4b	547.459971445408	-0.065875738169191	0.140945811093887	0.46829901000074	0.732000901256131	ENSMUSG00000054321
Ttc7b	275.240887416338	-0.0657984335816077	0.140028076161402	0.468215944994533	0.732000901256131	ENSMUSG00000033530
Zbtb11os1	43.6229046587308	0.0692064357627561	0.232267342143427	0.468262096991558	0.732000901256131	ENSMUSG00000102101
Gm12346	35.4316167363374	0.0679131730433739	0.252774641828813	0.468353892320377	0.732012000647641	ENSMUSG00000083899
Mylk	17.4360184963964	0.0567952806760154	0.296640843803661	0.468461494573737	0.732105487796557	ENSMUSG00000022836
Zfp455	12.3726556261421	-0.0458662414601874	0.312907711174895	0.468525041243671	0.732130113408102	ENSMUSG00000051037
Ntn1	116.93404566244	-0.069104221329851	0.206743353824692	0.469139986392681	0.732941524733415	ENSMUSG00000020902
Plxnc1	202.734185479307	0.0691679938790128	0.210186308601782	0.469116981421948	0.732941524733415	ENSMUSG00000074785
Pef1	1278.37562581256	0.0595510777502049	0.105288623986402	0.469315449275274	0.732991404108187	ENSMUSG00000028779
Rps18	878.051843107505	0.0610756804148845	0.111237834747716	0.469220425268327	0.732991404108187	ENSMUSG00000008668
Tsc2	1035.44758331079	0.0571398862056939	0.0972654922464017	0.469299058269472	0.732991404108187	ENSMUSG00000002496
Gm9843	28.6646385356321	0.0671910863204699	0.257455583964863	0.469467632451622	0.73307961769023	ENSMUSG00000050299
Gpi1	2739.56929271071	-0.0507930491093995	0.0808369716982555	0.469466422251242	0.73307961769023	ENSMUSG00000036427
Eno1b	57.5810759192016	0.0691365597775176	0.224696344857129	0.469534425248948	0.733109192296564	ENSMUSG00000059040
Emx2	14.842386216069	-0.0524973480323793	0.304000517559987	0.469631966266263	0.733186764822087	ENSMUSG00000043969
Dusp1	431.067333130216	0.0671758931900319	0.257101000579702	0.469799823160144	0.733374087101427	ENSMUSG00000024190
Tsn	2011.49653704925	-0.056694608750457	0.0961508002617785	0.469885057954418	0.733432408340467	ENSMUSG00000026374
Adcy5	19.4713313941225	-0.0628533184473263	0.279538163115063	0.470093557252408	0.733552071780698	ENSMUSG00000022840
Ankrd13b	168.375795144571	-0.0674264041483956	0.168603012783994	0.470652187785964	0.733552071780698	ENSMUSG00000037907
BC064078	828.833763972984	0.0621922166611683	0.117249045517372	0.470530074859441	0.733552071780698	ENSMUSG00000087150
C1d	1403.92509388606	-0.0593946522397147	0.105081316622841	0.470056663714326	0.733552071780698	ENSMUSG00000000581
Ccnj	194.879957530698	0.0665300528480885	0.152556404859782	0.470252213157209	0.733552071780698	ENSMUSG00000025010
Cep170b	4398.12277230887	0.0498298567360692	0.0788906394524422	0.470290249078961	0.733552071780698	ENSMUSG00000072825
Elp6	179.152963316133	0.0665382412355558	0.153513218243537	0.470624985810551	0.733552071780698	ENSMUSG00000054836
Gm49322	36.2785278617002	-0.0684277518665348	0.240193547483207	0.470860890725112	0.733552071780698	ENSMUSG00000035370
Hectd2	9.3199963888165	0.0417278650049071	0.316786310460183	0.470198395496684	0.733552071780698	ENSMUSG00000041180
Kcnf1	20.078940095809	0.0582736973680022	0.292640843477342	0.47051059637033	0.733552071780698	ENSMUSG00000051726
Naa30	871.651239539772	0.0613662477352968	0.113265420215421	0.470462072080231	0.733552071780698	ENSMUSG00000036282
Nudcd2	1341.84344883557	-0.053239073040043	0.0870313179170279	0.470769997302189	0.733552071780698	ENSMUSG00000020328
Qpctl	390.578431885754	0.0653447148449293	0.139423786790752	0.470807210276212	0.733552071780698	ENSMUSG00000030407
Tbc1d16	302.663962432314	-0.0645509488762462	0.13211593149179	0.470625769113346	0.733552071780698	ENSMUSG00000039976
Tmem127	2083.75023325428	0.0560090490626852	0.0944354036667022	0.470672799522491	0.733552071780698	ENSMUSG00000034850
Tmem26	16.3992763784321	0.0546572255369339	0.300089844401047	0.470575157450536	0.733552071780698	ENSMUSG00000060044
Ttc25	9.59990565949886	0.0533046099569528	0.302465041339306	0.470507004490015	0.733552071780698	ENSMUSG00000006784
Tubd1	134.063094540137	-0.068403481530507	0.192016156200599	0.47087148001902	0.733552071780698	ENSMUSG00000020513
Zfp868	249.012584925048	0.0664028113472673	0.151948940256767	0.470792481162113	0.733552071780698	ENSMUSG00000060427
Ctsf	492.431788610693	0.065702602078292	0.144070956204485	0.471311304380625	0.73396662371886	ENSMUSG00000083282
Gatb	401.921302088718	0.0663907705670328	0.152745002812623	0.471229057096015	0.73396662371886	ENSMUSG00000028085
Gpc6	33.5237181921627	0.0667508358035653	0.258451824136322	0.471251406219118	0.73396662371886	ENSMUSG00000058571
Nfatc2	11.5248556199077	-0.0573855173194473	0.29435736218637	0.471329219591785	0.73396662371886	ENSMUSG00000027544
Heg1	131.784722143124	-0.0683434739619393	0.192985520086144	0.471431661337474	0.733976936147369	ENSMUSG00000075254
Parp11	205.167652264576	0.0673650418680119	0.169715774834779	0.471387047548612	0.733976936147369	ENSMUSG00000037997
Alkbh6	377.83375299862	-0.0632949449134832	0.12417950861512	0.471483423802827	0.733982933915183	ENSMUSG00000042831
Cebpd	487.649657959119	0.0648703499596144	0.136059203245005	0.471603089518519	0.734003652587736	ENSMUSG00000071637
Cope	2234.79448636005	0.056325197664512	0.0957182322193054	0.471640467106637	0.734003652587736	ENSMUSG00000055681
Pes1	2430.16544094149	0.0505498425928808	0.0808463984166953	0.471633478357163	0.734003652587736	ENSMUSG00000020430
Rabep1	1341.08926917739	-0.0626326944154118	0.120579215762736	0.471843081259938	0.734244388512163	ENSMUSG00000020817
A530017D24Rik	78.6123961697371	-0.0682422946370461	0.192641424797719	0.471969812154749	0.734271045705386	ENSMUSG00000072847
Fat3	9.68709786465887	-0.0521347137435399	0.303957127573502	0.472081093147492	0.734271045705386	ENSMUSG00000074505
Mgst3	600.32584647269	-0.065806695225508	0.146843301609768	0.472147785329227	0.734271045705386	ENSMUSG00000026688
Pigk	1396.65118460958	0.0560956069358179	0.0951975664987561	0.472058883760591	0.734271045705386	ENSMUSG00000039047
Pmm2	1234.07987678091	-0.0558130763713912	0.0943651279100333	0.472032387420696	0.734271045705386	ENSMUSG00000022711
Rnf128	225.641556357268	-0.0678747866566749	0.183581861818665	0.472138404072129	0.734271045705386	ENSMUSG00000031438
Arcn1	4505.29553032603	-0.0548613762123141	0.0917517301214608	0.472218200577025	0.734306012265533	ENSMUSG00000032096
Phlda3	3808.2284797375	-0.0581560209847557	0.101812510131804	0.472374071569969	0.734473843139341	ENSMUSG00000041801
A730061H03Rik	10.1888864287854	0.0575304678613412	0.293597679924232	0.472475330222126	0.734482197767932	ENSMUSG00000053588
Atp6v1c2	437.815239780498	0.0636609104296886	0.12752893707469	0.472472523342265	0.734482197767932	ENSMUSG00000020566
Ano4	14.5920474071992	0.0621289100049018	0.280611778121405	0.472536986207716	0.734503513464103	ENSMUSG00000035189
Dcaf5	846.154263406024	0.0608120956389506	0.11214672632832	0.472645613932608	0.734525275506208	ENSMUSG00000049106
Lypd3	7722.95507244335	-0.0673679344926916	0.173939707667224	0.472647577960682	0.734525275506208	ENSMUSG00000057454
Scly	227.343653630918	-0.065327629018113	0.142237228547588	0.472694823186404	0.734525275506208	ENSMUSG00000026307
Lrp6	2742.06727189694	-0.0512890945071253	0.0829338100651712	0.473031476747496	0.734899322966396	ENSMUSG00000030201
Sos1	523.516115605253	0.0655450662074966	0.145226622516337	0.472986399436982	0.734899322966396	ENSMUSG00000024241
Asap3	94.2290958206163	0.0678741084934085	0.188410291672967	0.473284948067889	0.735218556519982	ENSMUSG00000036995
Zfp518b	453.588462030789	-0.066558685023318	0.160751322989695	0.473400591997612	0.735323640819569	ENSMUSG00000046572
Arhgef12	5075.39201585528	0.0502412083672091	0.0806262935766596	0.47349789984312	0.735361167276084	ENSMUSG00000059495
Polr3k	1403.2133031098	0.0535095488638778	0.0885690326558379	0.473520751643509	0.735361167276084	ENSMUSG00000038628
Plekhf2	747.340524403452	0.0632334895428293	0.125788421377546	0.473638950408178	0.735470172334613	ENSMUSG00000049969
Gm43259	11.1226319488113	-0.0539060002553121	0.300505858344346	0.47378402606486	0.735620885711326	ENSMUSG00000106432
Qdpr	500.628766410945	0.0657778646889304	0.149876077232257	0.473851678167757	0.735651369024123	ENSMUSG00000015806
Coro1b	1505.11903582975	-0.0553162223939501	0.0936636996728743	0.474044159380748	0.735875622830383	ENSMUSG00000024835
Pak1ip1	2136.82708668989	0.0530376091931304	0.0875570863317971	0.474177773386116	0.736008458791824	ENSMUSG00000038683
Naaa	592.771121215887	0.0640270680919952	0.132287776055566	0.474304274301035	0.736130228172612	ENSMUSG00000029413
Dync2h1	263.538233459185	0.0642793702740988	0.134756135903156	0.474578078231695	0.736480567109964	ENSMUSG00000047193
2700033N17Rik	25.6293413904585	0.0645542990661346	0.268598262348883	0.474690533994261	0.736580470048827	ENSMUSG00000086328
Xxylt1	472.807332942465	-0.0625102874033887	0.122281030640428	0.474762381895122	0.736617347643636	ENSMUSG00000047434
Poli	96.4611478352216	0.0677895490729065	0.193210343380627	0.474813216397058	0.736621617742068	ENSMUSG00000038425
Lpxn	8.83358681939094	-0.0484684989367072	0.308624176903077	0.474962301839773	0.736778297305116	ENSMUSG00000024696
Ap4b1	156.345237127221	0.067055261344731	0.175681516695056	0.475080574024661	0.736887151367603	ENSMUSG00000032952
Atp1b3	4593.63928109966	0.0482498171667851	0.0766227612046494	0.475185780398032	0.736975719345804	ENSMUSG00000032412
Fbxl6	526.89012502718	-0.0611581157620213	0.115566120005835	0.475472073658239	0.737180360523245	ENSMUSG00000022559
Mitf	762.900253511123	0.0622756246870887	0.121496978345433	0.475469054939334	0.737180360523245	ENSMUSG00000035158
Socs1	70.0919021187235	-0.0678869754230896	0.200440018728458	0.475510203830986	0.737180360523245	ENSMUSG00000038037
Zfp493	23.8917216494873	0.0630170732299564	0.275235875868498	0.475460341496316	0.737180360523245	ENSMUSG00000090659
Tbcd	3392.92723630484	-0.0508021016925262	0.08247469298974	0.475563897970172	0.737189003025704	ENSMUSG00000039230
4932422M17Rik	78.6736248587571	0.0678723020471096	0.206531701021232	0.476410770600262	0.73824610799637	ENSMUSG00000105881
Gm45493	12.6754292402574	0.0512185116975236	0.304320905152465	0.476438594631861	0.73824610799637	ENSMUSG00000109784
Mfsd14b	2809.76941424656	-0.0515428595776694	0.0844814849371531	0.476393293292034	0.73824610799637	ENSMUSG00000038212
Tgif1	2398.43497422363	-0.0541936340870519	0.0913336146437285	0.476394872728441	0.73824610799637	ENSMUSG00000047407
Gm14636	69.0059964981573	-0.067716502204294	0.201571186448376	0.476702428124377	0.738505531283796	ENSMUSG00000073274
Gm44085	47.8920023632757	0.067471090949077	0.239131142983851	0.476679784873768	0.738505531283796	ENSMUSG00000107969
Dxo	387.142306561403	-0.0637814541693602	0.133258302986286	0.47675936298306	0.738519053680534	ENSMUSG00000040482
Drosha	394.293612702891	-0.0619139201120269	0.120571281372427	0.476875479960219	0.738523997578338	ENSMUSG00000022191
Qrsl1	248.020412205092	-0.0646382068713905	0.141698868261803	0.476918038553368	0.738523997578338	ENSMUSG00000019863
Smagp	223.790197885567	-0.0676384546661598	0.199515261478368	0.4768562234044	0.738523997578338	ENSMUSG00000053559
Vmn2r3	11.7693918704197	0.05779802260544	0.291169679026554	0.476955380681467	0.738523997578338	ENSMUSG00000091572
Ccdc73	39.7174702671673	0.0653282407230041	0.261144588865464	0.477293580609252	0.738706888537971	ENSMUSG00000045106
Eef1d	5852.88136605888	0.0517064102505154	0.0851294302749308	0.477250841905295	0.738706888537971	ENSMUSG00000055762
Gm18068	26.1145254102382	-0.0648017704399462	0.264711908130673	0.477184315442146	0.738706888537971	ENSMUSG00000117182
Gm44617	14.6406881443779	0.0265834184760031	0.326333792092134	0.477314588096434	0.738706888537971	ENSMUSG00000108865
Penk	47.3367975448094	0.0670079011294854	0.245115556188661	0.477266371391958	0.738706888537971	ENSMUSG00000045573
Secisbp2	918.912640542659	-0.0609793077004431	0.11608933524024	0.477512410539592	0.738938396915813	ENSMUSG00000035139
Gm28438	11.7636752101957	0.0550304811852299	0.297098464529123	0.477803839795327	0.739314698077407	ENSMUSG00000101939
Rab44	100.084459151749	-0.0671931705974984	0.190729235217491	0.477924018917264	0.73935130463622	ENSMUSG00000064147
Slc35d1	196.189907020042	-0.0653995627143668	0.153463694840481	0.477921988178709	0.73935130463622	ENSMUSG00000028521
Gm11189	25.4445031459083	-0.0664134010251183	0.250525497443282	0.478159788996495	0.73964135373852	ENSMUSG00000058073
Gsn	13350.6873397834	0.0451470089661871	0.0708131067590362	0.478218181080222	0.739656994866129	ENSMUSG00000026879
3000002C10Rik	33.3586154178913	-0.065200796977403	0.260596316270224	0.478473925002289	0.739679165593852	ENSMUSG00000070282
Msh3	468.509892676129	-0.0644402181577542	0.141925378981657	0.47836586161432	0.739679165593852	ENSMUSG00000014850
Msh4	18.4590209813944	0.0639253077457698	0.268481182003796	0.478438087228796	0.739679165593852	ENSMUSG00000005493
Stx19	64.6549499584372	0.0674648221898092	0.20330607816543	0.478454174170498	0.739679165593852	ENSMUSG00000047854
Zfp637	459.261900198488	-0.0644390820874735	0.1420461417515	0.478445515412317	0.739679165593852	ENSMUSG00000059689
Cdo1	32.7226780107237	-0.067086574803632	0.2402691034458	0.478561942513213	0.739740587155929	ENSMUSG00000033022
A830035O19Rik	8.74051693272436	0.0552179845830701	0.296391968791741	0.478748750224354	0.739954686585664	ENSMUSG00000111329
Casz1	1488.0767412406	0.0608528891643946	0.116653315689287	0.479220457628882	0.740384974876409	ENSMUSG00000028977
Kif1b	4759.87832482391	-0.0464324586395926	0.0736468828423542	0.479094019885942	0.740384974876409	ENSMUSG00000063077
Lrba	1859.11712780745	0.0564558385454981	0.0991231711953169	0.479204519287923	0.740384974876409	ENSMUSG00000028080
Ufsp1	133.874284695548	0.0672760269435386	0.200466272146845	0.479185835223039	0.740384974876409	ENSMUSG00000051502
Gm13456	26.069063117926	0.0629731952083746	0.272390511857854	0.479421776084737	0.74062131790039	ENSMUSG00000082536
Cyp2w1	206.066369730652	0.0670709426778414	0.195744631115833	0.479642371419569	0.740843948628269	ENSMUSG00000029541
Stx7	1155.65407517292	-0.054234743365588	0.0925735329942992	0.479662606164739	0.740843948628269	ENSMUSG00000019998
Nedd8	3053.23167779468	0.0489624194058405	0.0793201481400897	0.479764206865806	0.740923935288975	ENSMUSG00000010376
Zrsr2	533.069940549254	-0.0599777176493516	0.112835065805808	0.479811120235113	0.740923935288975	ENSMUSG00000031370
Btbd11	375.809134812483	-0.0637605690619648	0.137220631365786	0.479864171082027	0.740931173249008	ENSMUSG00000020042
Ankk1	449.590227737962	0.0637795803132843	0.137763856408592	0.480111167908342	0.740958204174698	ENSMUSG00000032257
B4galt4	66.9592357183901	0.0668945986972481	0.193102861929276	0.480220235590769	0.740958204174698	ENSMUSG00000022793
Hars	3733.0503804787	0.0487341135682141	0.078915522281921	0.480210556389108	0.740958204174698	ENSMUSG00000001380
Kras	598.160156392908	-0.0636055381741444	0.136094692002583	0.480108681556853	0.740958204174698	ENSMUSG00000030265
Slc66a2	1725.19247679603	0.0612701531026193	0.119606583714537	0.480208721297857	0.740958204174698	ENSMUSG00000034006
Tcf12	2307.6458824271	-0.0497127717277427	0.0811129933269759	0.48002107195309	0.740958204174698	ENSMUSG00000032228
Zscan29	621.255586485045	-0.0592243307935732	0.109689052892708	0.480063546793923	0.740958204174698	ENSMUSG00000050619
Gm13717	14.4171033813403	0.0610787460003779	0.279493912048662	0.480461684580239	0.741256093430943	ENSMUSG00000081564
Spag6	11.4616257357593	0.055214639588779	0.295772806162946	0.480564135714291	0.741339498453624	ENSMUSG00000037708
Slc39a9	706.224239858598	-0.0582343456798852	0.106020602136554	0.480613460600235	0.741340940031776	ENSMUSG00000048833
Sypl	1754.30482725779	0.0540034756316978	0.0923041403669235	0.480766828205592	0.741502849905333	ENSMUSG00000020570
Mterf1b	19.8253801021976	0.0596619620344712	0.284026145375677	0.480998012881683	0.741784734985644	ENSMUSG00000053178
Cd109	1967.7430996211	-0.0540764983038191	0.0926824810217824	0.481254296088822	0.74210526583601	ENSMUSG00000046186
Ids	209.439669825051	0.0642122686665547	0.144489558302597	0.481343206013269	0.742136238202072	ENSMUSG00000035847
Klf7	633.596650305096	0.0587881394603943	0.108613519284898	0.481371266254177	0.742136238202072	ENSMUSG00000025959
Cry2	389.974277520797	-0.0618392301409256	0.124126228421296	0.481540017995649	0.742152143915442	ENSMUSG00000068742
Gm45206	23.3719974769807	-0.0658771765014518	0.250045002948529	0.481517326253107	0.742152143915442	ENSMUSG00000108389
Syt13	118.095631028833	-0.0657041061180463	0.169015120554928	0.481575356570719	0.742152143915442	ENSMUSG00000027220
Zdhhc8	300.580026682309	-0.0628086230246365	0.131031074494936	0.481530682430825	0.742152143915442	ENSMUSG00000060166
Tpt1	201.618067694332	0.0643130224242292	0.14657809743958	0.481784878390115	0.742325690127382	ENSMUSG00000060126
Zfp719	388.494528335255	-0.0616371435035376	0.123068089712336	0.481780291354679	0.742325690127382	ENSMUSG00000030469
Ticam1	191.680228385521	-0.0658384918686817	0.173136207976219	0.481946163299282	0.742499519483608	ENSMUSG00000047123
A630095N17Rik	17.3700154980604	0.063646662241119	0.266612097445043	0.482012499972049	0.742527048725168	ENSMUSG00000096094
Traf3	851.816359543903	-0.0574474122154476	0.103815479408582	0.48209257284152	0.742575730538115	ENSMUSG00000021277
Bet1l	956.010244855701	0.0594365217353709	0.111941854645504	0.482320460541444	0.74277738796692	ENSMUSG00000025484
Usp40	1002.32768079116	-0.0564665994477798	0.10047757755064	0.482298433799761	0.74277738796692	ENSMUSG00000005501
Tmem106a	32.3113001931585	0.0636516045006785	0.26611729570979	0.482481988598337	0.742951458973417	ENSMUSG00000034947
Rsl1d1	3658.7171355828	-0.0505760937817424	0.0838856779136716	0.482616581694416	0.743084023272207	ENSMUSG00000005846
Mogat1	15.5723220702455	0.0555437267338089	0.294263706135427	0.482746438725155	0.743131066138499	ENSMUSG00000012187
Spin1	1542.65692494995	-0.0533385389143755	0.0911122678656553	0.482725166326217	0.743131066138499	ENSMUSG00000021395
Xab2	1059.00189142433	-0.061032925870765	0.120323651425091	0.482792656741285	0.743131066138499	ENSMUSG00000019470
Atg2b	2391.70227670482	0.05591531227433	0.0988839203357792	0.482842764104305	0.743133528840461	ENSMUSG00000041341
Brinp1	34.2660609183259	0.0660249661496301	0.245156330856318	0.482953459207597	0.743166750755598	ENSMUSG00000028351
Gm14493	10.5064195184951	-0.0580351639751153	0.287853327740301	0.483058387991139	0.743166750755598	ENSMUSG00000085587
Gm6542	20.6853136740206	-0.063663849949747	0.265461394368593	0.483058010262038	0.743166750755598	ENSMUSG00000085172
Serpina3e-ps	423.873554209003	-0.0638383968490285	0.142969753141744	0.482973231784538	0.743166750755598	ENSMUSG00000091553
Gm6192	16.6167785691299	0.0608012841123662	0.2788284257678	0.483147190158512	0.743228733128668	ENSMUSG00000118220
Luc7l	2551.49921416657	0.0478351347901353	0.0776538813781088	0.483274525640761	0.74323578942295	ENSMUSG00000024188
Lzts2	1347.2692699186	0.0662567811438451	0.189487733447929	0.483394347637746	0.74323578942295	ENSMUSG00000035342
Mir7665	12.9052651463735	0.0552125205631402	0.294773057877255	0.483394058906537	0.74323578942295	ENSMUSG00000098632
Tdrd3	1047.83901874664	-0.0539326513386087	0.0929796229905403	0.48325950753882	0.74323578942295	ENSMUSG00000022019
Timm22	690.468295847647	0.0592946333311989	0.111934590137769	0.48334817439125	0.74323578942295	ENSMUSG00000020843
Commd7	1018.50042521454	-0.0575811000533995	0.105058086566447	0.483625333396804	0.743487443033203	ENSMUSG00000056941
Prkacb	832.753877189736	-0.061983542467869	0.127238212686348	0.483746757757843	0.743487443033203	ENSMUSG00000005034
Prkcg	18.5113961171682	0.0622691807540952	0.272235737186391	0.483724427869432	0.743487443033203	ENSMUSG00000078816
Zfp428	167.685713520654	0.0644214558684008	0.152255034371852	0.483752143091056	0.743487443033203	ENSMUSG00000064264
Cggbp1	1579.99403996589	-0.0588803398354429	0.110786717251581	0.484490839185071	0.743948018647444	ENSMUSG00000054604
Clec4n	63.7573747780979	0.0633138355669417	0.266384014004066	0.48418511257807	0.743948018647444	ENSMUSG00000023349
Crybg1	5712.09493941698	-0.0553606154414322	0.0977920561091569	0.484537423633433	0.743948018647444	ENSMUSG00000019866
Gm44822	21.7582650047503	-0.0643818943410014	0.25908756498013	0.484413274430079	0.743948018647444	ENSMUSG00000109154
Gm47507	22.8789898722503	-0.063597900162338	0.264548004446857	0.48432032544684	0.743948018647444	ENSMUSG00000113757
Mblac1	72.6290159989464	-0.0661306641009444	0.190628267649083	0.484405244672417	0.743948018647444	ENSMUSG00000049285
Phlda2	46.9252004177199	0.0666090325839011	0.211871491834676	0.484420363933809	0.743948018647444	ENSMUSG00000010760
Rnf8	200.67668750973	0.0639667316684795	0.146950042903997	0.484258259946165	0.743948018647444	ENSMUSG00000090083
Sdhaf1	237.006202969145	0.0635689837211846	0.141881595641852	0.484137114020385	0.743948018647444	ENSMUSG00000074211
Tmem259	1595.21365433262	0.0549740657083166	0.0965430018534145	0.484458346650681	0.743948018647444	ENSMUSG00000013858
Ccng1	10787.5139878249	0.0519165500756574	0.0879361822337628	0.484786353604934	0.744216278630029	ENSMUSG00000020326
Tspan4	290.658784776422	0.0648005018961068	0.161289988539917	0.484809299003113	0.744216278630029	ENSMUSG00000025511
Rpf1	1248.82061964639	-0.0559821347250053	0.0999936379921065	0.484940978074749	0.744343831690728	ENSMUSG00000028187
Sgf29	151.364322343028	0.0662424412017872	0.197527815151002	0.484991390815898	0.744346634672366	ENSMUSG00000030714
Wee1	134.079280824203	-0.065269727957032	0.17164702009242	0.485102249497369	0.744442197966513	ENSMUSG00000031016
Gm42690	40.5501858248536	0.0662628684575183	0.232895143193619	0.485257212141242	0.744605417668653	ENSMUSG00000106391
Cecr2	291.444116384562	0.0631804686158424	0.139951699147431	0.485567198642317	0.744670931364812	ENSMUSG00000071226
Cspp1	420.747595604147	-0.0606482479359417	0.120416408967506	0.485640044783838	0.744670931364812	ENSMUSG00000056763
Efcab1	182.187295608136	0.0657857073710061	0.186639267731822	0.485688769334021	0.744670931364812	ENSMUSG00000068617
Eml3	899.103869897457	0.0549648768580673	0.0969514413452178	0.485567645969414	0.744670931364812	ENSMUSG00000071647
Hdgfl3	486.704234206401	-0.0619133825864755	0.128610396408188	0.485538000690798	0.744670931364812	ENSMUSG00000025104
Hhip	14.4959397674034	0.0605425229906271	0.278353436486737	0.485417047346884	0.744670931364812	ENSMUSG00000064325
Scaf8	775.947480791314	0.0588805390898421	0.111477446211778	0.485641475259874	0.744670931364812	ENSMUSG00000046201
Snx13	1387.26729964126	0.055688721698598	0.0992707208716564	0.485535842270893	0.744670931364812	ENSMUSG00000020590
E330020D12Rik	15.6601587100956	-0.0484023589893817	0.30637642155693	0.486093198149119	0.745190719507002	ENSMUSG00000073538
Halr1	97.554205136726	-0.0661229837547923	0.200124139162514	0.486125068587009	0.745190719507002	ENSMUSG00000085412
2500002B13Rik	16.5819953252976	-0.056635092199288	0.290211696194671	0.48627022445277	0.745287732986629	ENSMUSG00000096917
Trmt2a	1318.31753847893	-0.0560345488008448	0.100757284353759	0.486285651366472	0.745287732986629	ENSMUSG00000022721
Anp32a	188.893493566601	-0.0639341919178806	0.151604019578689	0.486657284877496	0.745717659539326	ENSMUSG00000032249
Cdh11	375.706585773174	-0.0624126824277809	0.13402165355914	0.486663522198054	0.745717659539326	ENSMUSG00000031673
Vasn	743.817927774279	0.0635360366340061	0.146252661550045	0.486756036028561	0.745784825678324	ENSMUSG00000039646
Abcd1	32.696327190409	-0.0654155967119756	0.243396002753672	0.487231150782315	0.746151796100092	ENSMUSG00000031378
Mybbp1a	3495.26440421073	0.0461300060553007	0.0748388899921987	0.487239071030373	0.746151796100092	ENSMUSG00000040463
Slc25a26	139.052810348028	0.0645065276351374	0.162652723828045	0.487167647973165	0.746151796100092	ENSMUSG00000045100
Tango2	131.056692510497	0.0660896884498136	0.205922928928426	0.4870634941921	0.746151796100092	ENSMUSG00000013539
Zfp142	313.054402777984	-0.0618104068844055	0.12964679864917	0.487192613872475	0.746151796100092	ENSMUSG00000026135
Actr5	292.119941941082	-0.0626749654193097	0.13751700857951	0.487394273364963	0.746180921811862	ENSMUSG00000037761
Cutc	119.174165407758	0.0652574174771471	0.179934903928287	0.487404209175673	0.746180921811862	ENSMUSG00000025193
Rcan3	409.790652835339	-0.0617560551166574	0.129454775885315	0.487397461899752	0.746180921811862	ENSMUSG00000059713
